Age,Gender,City,AreaType,AnnualIncome,CreditScore,LoanApproved
38,Male,Chennai,Urban,699534,700,1
34,Male,Kochi,Semi-Urban,913094,732,1
40,Male,Delhi,Urban,718239,649,1
38,Male,Chennai,Urban,623538,660,1
30,Female,Chennai,Urban,394553,720,1
45,Male,Pune,Urban,748124,732,1
22,Male,Mumbai,Urban,527502,657,1
45,Male,Bengaluru,Urban,397711,674,1
53,Male,Chennai,Urban,744515,753,1
56,Male,Chennai,Urban,865970,723,1
51,Male,Delhi,Urban,747739,623,1
34,Male,Hyderabad,Urban,1075696,594,1
21,Male,Mumbai,Urban,448294,666,1
36,Male,Chennai,Urban,506226,631,1
23,Female,Hyderabad,Urban,423863,703,0
55,Male,Bengaluru,Urban,422649,715,1
61,Female,Madurai,Semi-Urban,879441,692,0
26,Female,Chennai,Urban,378412,639,0
45,Male,Trivandrum,Semi-Urban,490520,616,0
33,Female,Hyderabad,Urban,852153,713,1
54,Male,Mumbai,Urban,677245,721,1
28,Female,Hyderabad,Urban,396829,735,1
41,Female,Trivandrum,Semi-Urban,583853,665,1
54,Female,Coimbatore,Semi-Urban,260255,675,0
24,Male,Hyderabad,Urban,559796,720,1
45,Male,Chennai,Urban,615349,680,1
35,Male,Kochi,Semi-Urban,628194,651,1
24,Female,Chennai,Urban,975492,638,0
32,Female,Kochi,Semi-Urban,748645,715,1
52,Male,Bengaluru,Urban,365873,665,1
52,Male,Kochi,Semi-Urban,621743,652,1
48,Female,Delhi,Urban,586927,702,1
33,Male,Bengaluru,Urban,973120,644,1
51,Female,Kochi,Semi-Urban,511728,651,0
34,Female,Mumbai,Urban,626067,682,1
40,Male,Chennai,Urban,653416,656,1
38,Female,Hyderabad,Urban,386044,750,1
49,Male,Mumbai,Urban,295121,706,1
26,Male,Bengaluru,Urban,554712,686,1
52,Female,Pune,Urban,733361,750,1
49,Female,Kochi,Semi-Urban,337407,683,0
63,Male,Bengaluru,Urban,580044,734,1
22,Male,Coimbatore,Semi-Urban,466127,630,0
43,Male,Hyderabad,Urban,212790,648,1
39,Male,Delhi,Urban,646627,632,1
51,Male,Hyderabad,Urban,681842,705,1
25,Male,Trivandrum,Semi-Urban,734086,602,0
39,Male,Trivandrum,Semi-Urban,756645,695,1
54,Male,Delhi,Urban,580165,655,1
30,Male,Chennai,Urban,680090,686,1
45,Female,Chennai,Urban,637576,679,1
22,Female,Hyderabad,Urban,85365,707,0
31,Male,Bengaluru,Urban,300039,791,1
51,Male,Hyderabad,Urban,451912,780,1
35,Male,Kochi,Semi-Urban,610476,720,1
29,Male,Coimbatore,Semi-Urban,653549,662,1
43,Male,Hyderabad,Urban,730425,689,1
39,Female,Chennai,Urban,734933,660,1
29,Female,Coimbatore,Semi-Urban,637204,643,0
55,Female,Madurai,Semi-Urban,698441,582,0
41,Male,Mumbai,Urban,906605,668,1
29,Female,Bengaluru,Urban,682173,693,1
48,Female,Trivandrum,Semi-Urban,593289,710,0
27,Male,Coimbatore,Semi-Urban,691634,685,1
36,Male,Bengaluru,Urban,763131,645,1
36,Male,Delhi,Urban,909892,655,1
53,Male,Delhi,Urban,381030,726,1
24,Female,Hyderabad,Urban,272110,594,0
24,Male,Trivandrum,Semi-Urban,641463,654,1
59,Male,Mumbai,Urban,310942,681,1
60,Male,Kochi,Semi-Urban,550162,659,1
37,Male,Delhi,Urban,962192,604,1
57,Female,Chennai,Urban,600691,726,1
59,Male,Delhi,Urban,602883,738,1
49,Female,Trivandrum,Semi-Urban,519889,630,0
56,Male,Pune,Urban,901009,519,1
58,Male,Hyderabad,Urban,684661,779,1
59,Male,Bengaluru,Urban,506399,659,1
57,Female,Pune,Urban,895990,631,0
55,Male,Kochi,Semi-Urban,637036,674,1
27,Male,Pune,Urban,517003,696,1
47,Male,Bengaluru,Urban,182371,648,0
48,Male,Hyderabad,Urban,627483,686,1
42,Female,Bengaluru,Urban,509723,674,1
34,Male,Coimbatore,Semi-Urban,537053,645,1
27,Male,Madurai,Semi-Urban,525812,598,0
57,Male,Mumbai,Urban,233879,746,1
42,Female,Chennai,Urban,1112755,708,1
25,Male,Bengaluru,Urban,461238,641,0
22,Female,Delhi,Urban,733664,700,1
47,Female,Mumbai,Urban,556220,636,0
41,Male,Trivandrum,Semi-Urban,52524,678,1
58,Male,Hyderabad,Urban,570353,709,1
35,Male,Mumbai,Urban,623889,703,1
41,Female,Bengaluru,Urban,490984,659,1
30,Male,Kochi,Semi-Urban,890181,720,1
43,Male,Mumbai,Urban,958396,680,1
59,Female,Madurai,Semi-Urban,657421,653,0
25,Male,Kochi,Semi-Urban,684656,763,1
21,Male,Mumbai,Urban,369490,623,0
33,Male,Chennai,Urban,368745,699,1
41,Male,Madurai,Semi-Urban,469110,750,1
46,Male,Bengaluru,Urban,1000029,594,1
41,Male,Hyderabad,Urban,490286,761,1
38,Female,Pune,Urban,863413,764,1
57,Male,Kochi,Semi-Urban,455489,656,0
52,Female,Delhi,Urban,407553,694,0
56,Female,Chennai,Urban,499926,643,0
37,Male,Coimbatore,Semi-Urban,494817,638,0
55,Female,Chennai,Urban,454897,623,0
31,Male,Chennai,Urban,912307,764,1
41,Female,Chennai,Urban,589163,668,1
46,Female,Chennai,Urban,560206,610,0
24,Male,Pune,Urban,605075,731,1
54,Male,Delhi,Urban,782982,713,1
38,Male,Kochi,Semi-Urban,605016,698,1
60,Male,Pune,Urban,661106,647,1
55,Male,Chennai,Urban,803535,659,1
61,Male,Bengaluru,Urban,386189,783,1
49,Female,Delhi,Urban,432454,699,0
49,Male,Mumbai,Urban,621690,653,1
58,Female,Mumbai,Urban,458445,717,0
62,Female,Bengaluru,Urban,553580,722,1
41,Male,Mumbai,Urban,379437,770,1
62,Female,Hyderabad,Urban,427433,683,0
33,Male,Hyderabad,Urban,822077,716,1
61,Male,Chennai,Urban,526620,706,1
37,Female,Hyderabad,Urban,508246,644,1
29,Male,Hyderabad,Urban,434589,611,1
61,Male,Hyderabad,Urban,422923,711,1
21,Female,Pune,Urban,392500,714,0
22,Female,Pune,Urban,341778,558,0
49,Female,Delhi,Urban,459242,706,0
53,Female,Pune,Urban,576869,676,1
30,Male,Pune,Urban,728127,701,1
60,Male,Hyderabad,Urban,583111,655,1
41,Female,Mumbai,Urban,398492,752,1
48,Male,Pune,Urban,491734,731,1
31,Male,Delhi,Urban,479644,610,1
54,Male,Chennai,Urban,467769,631,0
28,Female,Kochi,Semi-Urban,524250,683,1
42,Male,Chennai,Urban,777919,649,1
28,Female,Hyderabad,Urban,734755,734,1
35,Male,Chennai,Urban,919340,629,1
37,Male,Chennai,Urban,421373,733,1
43,Male,Bengaluru,Urban,376643,558,1
44,Male,Madurai,Semi-Urban,526165,659,1
39,Female,Hyderabad,Urban,833280,749,1
25,Male,Bengaluru,Urban,179052,677,1
52,Male,Bengaluru,Urban,622786,681,1
64,Male,Delhi,Urban,532297,718,1
21,Male,Pune,Urban,724706,706,1
43,Male,Bengaluru,Urban,684047,674,1
57,Male,Bengaluru,Urban,723823,745,1
28,Female,Mumbai,Urban,698028,686,1
33,Female,Delhi,Urban,1160441,707,1
28,Male,Hyderabad,Urban,956859,727,1
43,Male,Hyderabad,Urban,765079,558,1
63,Male,Mumbai,Urban,502954,644,1
21,Male,Hyderabad,Urban,524850,650,1
44,Female,Madurai,Semi-Urban,829827,712,1
55,Female,Bengaluru,Urban,837573,767,1
44,Male,Chennai,Urban,429839,586,1
37,Female,Coimbatore,Semi-Urban,200183,659,0
25,Male,Coimbatore,Semi-Urban,233608,734,0
40,Male,Bengaluru,Urban,834531,593,1
41,Male,Pune,Urban,872070,699,1
60,Male,Trivandrum,Semi-Urban,603461,702,1
51,Female,Hyderabad,Urban,664770,706,1
56,Male,Mumbai,Urban,956468,623,1
31,Male,Hyderabad,Urban,1002819,677,1
35,Female,Chennai,Urban,735933,619,1
39,Female,Hyderabad,Urban,595660,735,1
27,Female,Delhi,Urban,513529,626,0
48,Female,Coimbatore,Semi-Urban,543701,681,0
63,Male,Hyderabad,Urban,445082,784,1
25,Female,Hyderabad,Urban,730344,736,1
25,Female,Mumbai,Urban,573725,591,0
50,Female,Kochi,Semi-Urban,436075,664,0
52,Female,Trivandrum,Semi-Urban,825841,683,0
28,Male,Hyderabad,Urban,710585,670,1
30,Female,Delhi,Urban,651537,699,1
58,Male,Hyderabad,Urban,567863,710,1
52,Male,Trivandrum,Semi-Urban,691428,771,1
48,Male,Chennai,Urban,530331,656,1
37,Female,Chennai,Urban,1153822,717,1
51,Male,Mumbai,Urban,1056519,670,1
28,Male,Madurai,Semi-Urban,436545,758,1
60,Male,Delhi,Urban,548058,699,1
45,Female,Pune,Urban,420264,682,1
29,Male,Bengaluru,Urban,224868,666,1
22,Female,Mumbai,Urban,941362,636,0
35,Female,Mumbai,Urban,570047,723,1
23,Male,Delhi,Urban,381155,638,0
56,Male,Coimbatore,Semi-Urban,253413,586,0
24,Female,Coimbatore,Semi-Urban,644568,631,0
34,Female,Kochi,Semi-Urban,671661,687,1
61,Female,Kochi,Semi-Urban,682300,618,0
61,Male,Pune,Urban,814048,639,1
45,Female,Hyderabad,Urban,779262,585,1
30,Male,Coimbatore,Semi-Urban,342525,638,0
41,Male,Pune,Urban,382295,765,1
56,Female,Mumbai,Urban,794932,648,0
32,Male,Trivandrum,Semi-Urban,476443,674,1
47,Female,Hyderabad,Urban,306716,792,0
60,Male,Chennai,Urban,325270,696,1
22,Female,Delhi,Urban,787385,694,1
33,Male,Chennai,Urban,783876,632,1
52,Male,Mumbai,Urban,625638,691,1
51,Female,Madurai,Semi-Urban,411447,766,0
36,Male,Bengaluru,Urban,587408,619,1
52,Male,Bengaluru,Urban,568062,670,1
52,Female,Delhi,Urban,511911,621,0
54,Male,Hyderabad,Urban,736781,760,1
31,Female,Mumbai,Urban,503997,621,1
30,Male,Mumbai,Urban,708042,644,1
35,Male,Bengaluru,Urban,666767,622,1
37,Female,Bengaluru,Urban,311706,610,0
60,Female,Madurai,Semi-Urban,998668,684,0
38,Male,Chennai,Urban,715384,662,1
29,Male,Mumbai,Urban,281467,697,1
45,Female,Pune,Urban,312622,711,1
60,Male,Coimbatore,Semi-Urban,916832,595,0
34,Male,Bengaluru,Urban,635951,695,1
45,Male,Mumbai,Urban,712153,634,1
42,Male,Trivandrum,Semi-Urban,677579,687,1
50,Male,Trivandrum,Semi-Urban,817471,696,1
40,Male,Trivandrum,Semi-Urban,826365,667,1
41,Male,Mumbai,Urban,424486,745,1
64,Male,Chennai,Urban,700638,608,1
52,Male,Mumbai,Urban,319005,623,0
41,Female,Kochi,Semi-Urban,382416,692,0
55,Male,Delhi,Urban,539324,785,1
52,Female,Bengaluru,Urban,259898,632,0
50,Female,Bengaluru,Urban,444470,676,0
59,Male,Pune,Urban,165520,739,1
32,Female,Chennai,Urban,595991,725,1
61,Male,Hyderabad,Urban,928520,710,1
38,Female,Trivandrum,Semi-Urban,606405,644,0
41,Female,Mumbai,Urban,606975,678,1
33,Male,Chennai,Urban,528127,681,1
41,Female,Mumbai,Urban,795363,732,1
28,Male,Delhi,Urban,589637,673,1
60,Male,Mumbai,Urban,380134,747,1
27,Female,Madurai,Semi-Urban,633931,677,0
43,Male,Hyderabad,Urban,910491,686,1
64,Male,Kochi,Semi-Urban,314519,673,0
52,Male,Bengaluru,Urban,411802,671,1
31,Female,Mumbai,Urban,579113,676,1
42,Male,Trivandrum,Semi-Urban,529900,681,1
42,Female,Chennai,Urban,683995,598,1
63,Male,Delhi,Urban,403405,666,1
45,Male,Chennai,Urban,494055,764,1
42,Female,Bengaluru,Urban,610488,589,1
48,Male,Delhi,Urban,617344,667,1
49,Female,Kochi,Semi-Urban,1120675,651,0
33,Male,Bengaluru,Urban,756657,696,1
38,Male,Madurai,Semi-Urban,291887,705,1
22,Male,Chennai,Urban,396924,687,1
49,Female,Bengaluru,Urban,327680,579,0
41,Male,Chennai,Urban,922794,578,1
35,Female,Chennai,Urban,386163,546,0
47,Male,Bengaluru,Urban,717472,673,1
51,Male,Coimbatore,Semi-Urban,697423,597,0
35,Male,Mumbai,Urban,306856,562,1
43,Female,Hyderabad,Urban,516225,634,1
44,Female,Pune,Urban,547116,645,1
64,Female,Hyderabad,Urban,283803,675,0
33,Male,Chennai,Urban,956999,680,1
42,Male,Hyderabad,Urban,634072,683,1
63,Male,Chennai,Urban,918626,720,1
57,Female,Mumbai,Urban,1041611,665,1
53,Male,Hyderabad,Urban,631921,717,1
23,Male,Delhi,Urban,674718,662,1
39,Male,Kochi,Semi-Urban,442441,660,1
43,Male,Coimbatore,Semi-Urban,866717,651,1
49,Male,Trivandrum,Semi-Urban,590435,678,1
50,Female,Chennai,Urban,515325,712,1
59,Male,Bengaluru,Urban,446465,711,1
64,Female,Delhi,Urban,614652,710,1
45,Female,Chennai,Urban,724304,695,1
57,Male,Bengaluru,Urban,640729,622,1
28,Male,Delhi,Urban,692496,817,1
62,Male,Hyderabad,Urban,556867,613,1
36,Female,Trivandrum,Semi-Urban,700964,686,1
28,Male,Hyderabad,Urban,694824,829,1
21,Male,Pune,Urban,842966,724,1
64,Male,Trivandrum,Semi-Urban,761252,644,0
25,Male,Bengaluru,Urban,630924,740,1
23,Male,Mumbai,Urban,682950,689,1
21,Male,Delhi,Urban,369733,639,0
24,Female,Trivandrum,Semi-Urban,855574,690,0
60,Female,Mumbai,Urban,550089,661,1
55,Male,Mumbai,Urban,575058,669,1
52,Male,Hyderabad,Urban,504318,682,1
62,Female,Hyderabad,Urban,422662,714,0
54,Male,Pune,Urban,436490,725,1
63,Female,Hyderabad,Urban,384481,643,0
45,Male,Bengaluru,Urban,552112,698,1
30,Female,Chennai,Urban,766671,666,1
41,Male,Madurai,Semi-Urban,595464,718,1
59,Male,Delhi,Urban,732686,628,1
47,Female,Coimbatore,Semi-Urban,696240,678,0
47,Male,Coimbatore,Semi-Urban,510305,588,0
22,Male,Coimbatore,Semi-Urban,847635,715,1
61,Male,Delhi,Urban,799848,770,1
33,Female,Chennai,Urban,764246,757,1
29,Male,Bengaluru,Urban,683169,721,1
56,Female,Delhi,Urban,532046,708,1
42,Male,Hyderabad,Urban,531599,783,1
62,Male,Delhi,Urban,594024,652,1
46,Female,Mumbai,Urban,875584,667,1
32,Male,Delhi,Urban,823544,750,1
37,Male,Bengaluru,Urban,311474,673,1
34,Male,Bengaluru,Urban,651931,633,1
34,Male,Trivandrum,Semi-Urban,102563,603,0
54,Female,Chennai,Urban,511731,638,0
40,Male,Kochi,Semi-Urban,464570,767,1
31,Male,Delhi,Urban,711213,674,1
36,Male,Pune,Urban,382384,641,1
51,Male,Coimbatore,Semi-Urban,294331,675,0
26,Male,Mumbai,Urban,500228,696,1
39,Female,Kochi,Semi-Urban,598434,587,0
57,Female,Bengaluru,Urban,252223,635,0
24,Male,Hyderabad,Urban,827561,605,1
24,Male,Trivandrum,Semi-Urban,559735,753,1
40,Female,Kochi,Semi-Urban,605057,674,1
30,Male,Mumbai,Urban,820524,671,1
44,Male,Chennai,Urban,453430,670,1
55,Female,Coimbatore,Semi-Urban,896258,624,0
46,Male,Hyderabad,Urban,601109,705,1
57,Male,Coimbatore,Semi-Urban,758395,771,1
58,Female,Kochi,Semi-Urban,688792,649,0
41,Female,Hyderabad,Urban,737399,724,1
60,Male,Bengaluru,Urban,615204,674,1
59,Male,Chennai,Urban,506375,641,1
41,Male,Madurai,Semi-Urban,987752,725,1
30,Female,Coimbatore,Semi-Urban,595972,598,0
58,Male,Delhi,Urban,380466,608,0
24,Male,Mumbai,Urban,893762,768,1
40,Female,Kochi,Semi-Urban,537845,659,1
37,Male,Mumbai,Urban,255356,739,1
27,Male,Kochi,Semi-Urban,435154,674,0
24,Male,Hyderabad,Urban,208384,553,0
49,Male,Coimbatore,Semi-Urban,444350,714,0
34,Male,Trivandrum,Semi-Urban,951621,698,1
23,Female,Hyderabad,Urban,691791,642,0
44,Female,Coimbatore,Semi-Urban,599050,734,1
57,Male,Mumbai,Urban,484513,726,1
36,Male,Chennai,Urban,572385,642,1
24,Male,Bengaluru,Urban,822948,734,1
44,Male,Trivandrum,Semi-Urban,234459,690,1
54,Male,Madurai,Semi-Urban,1187885,683,1
50,Female,Coimbatore,Semi-Urban,423468,643,0
38,Male,Kochi,Semi-Urban,550100,634,1
39,Male,Bengaluru,Urban,568041,750,1
51,Male,Bengaluru,Urban,562789,699,1
39,Male,Hyderabad,Urban,465642,727,1
39,Male,Madurai,Semi-Urban,774961,656,1
42,Male,Pune,Urban,828177,705,1
44,Male,Chennai,Urban,791058,662,1
32,Female,Trivandrum,Semi-Urban,617819,713,1
50,Male,Delhi,Urban,482133,609,0
58,Male,Bengaluru,Urban,562888,610,1
51,Male,Delhi,Urban,582707,624,1
56,Female,Coimbatore,Semi-Urban,403914,679,0
39,Male,Hyderabad,Urban,635631,569,1
56,Male,Madurai,Semi-Urban,959905,703,1
50,Male,Chennai,Urban,566046,710,1
53,Female,Bengaluru,Urban,699983,592,0
38,Male,Chennai,Urban,468616,659,1
48,Male,Coimbatore,Semi-Urban,777150,772,1
31,Male,Mumbai,Urban,468444,658,1
53,Male,Coimbatore,Semi-Urban,517357,629,0
37,Male,Delhi,Urban,703484,661,1
26,Male,Mumbai,Urban,401854,738,1
24,Female,Coimbatore,Semi-Urban,686502,622,0
40,Female,Mumbai,Urban,810222,707,1
47,Male,Coimbatore,Semi-Urban,632584,701,1
35,Male,Bengaluru,Urban,773741,679,1
26,Male,Kochi,Semi-Urban,341670,661,0
34,Male,Trivandrum,Semi-Urban,689639,726,1
31,Female,Madurai,Semi-Urban,508766,623,0
59,Female,Chennai,Urban,677063,700,1
29,Male,Delhi,Urban,916351,602,1
46,Male,Mumbai,Urban,3015,728,1
36,Male,Hyderabad,Urban,475857,717,1
25,Female,Bengaluru,Urban,141824,659,0
30,Female,Bengaluru,Urban,353793,668,1
23,Female,Coimbatore,Semi-Urban,504945,703,0
33,Female,Trivandrum,Semi-Urban,771988,612,0
63,Male,Hyderabad,Urban,761563,665,1
50,Female,Coimbatore,Semi-Urban,755778,679,0
26,Female,Bengaluru,Urban,712036,594,0
37,Male,Kochi,Semi-Urban,331787,724,1
39,Male,Madurai,Semi-Urban,760410,784,1
62,Female,Coimbatore,Semi-Urban,464443,800,0
55,Male,Hyderabad,Urban,689581,582,1
46,Female,Trivandrum,Semi-Urban,416393,738,0
25,Female,Mumbai,Urban,563906,648,0
49,Female,Coimbatore,Semi-Urban,586460,674,0
57,Female,Delhi,Urban,669101,630,0
40,Male,Trivandrum,Semi-Urban,432131,710,1
41,Female,Bengaluru,Urban,732314,554,1
30,Male,Delhi,Urban,337374,620,1
25,Male,Delhi,Urban,940105,567,1
56,Male,Delhi,Urban,449676,651,1
26,Male,Trivandrum,Semi-Urban,208492,664,0
46,Male,Madurai,Semi-Urban,585580,601,0
24,Female,Coimbatore,Semi-Urban,517625,706,0
59,Male,Chennai,Urban,416393,701,1
59,Male,Coimbatore,Semi-Urban,869144,723,1
55,Male,Bengaluru,Urban,750977,750,1
21,Male,Kochi,Semi-Urban,692412,666,1
44,Female,Madurai,Semi-Urban,408921,691,0
56,Male,Bengaluru,Urban,494000,628,0
26,Female,Coimbatore,Semi-Urban,477790,683,0
61,Female,Coimbatore,Semi-Urban,234622,685,0
64,Male,Mumbai,Urban,654282,756,1
51,Female,Hyderabad,Urban,668900,706,1
40,Male,Mumbai,Urban,624428,707,1
44,Male,Pune,Urban,645498,664,1
45,Female,Chennai,Urban,373440,516,0
56,Female,Delhi,Urban,421108,681,0
41,Male,Bengaluru,Urban,536715,656,1
50,Male,Chennai,Urban,876881,624,1
44,Male,Trivandrum,Semi-Urban,832510,717,1
64,Male,Hyderabad,Urban,703398,729,1
62,Female,Pune,Urban,1002975,629,0
50,Male,Mumbai,Urban,701953,681,1
42,Male,Delhi,Urban,727190,674,1
48,Female,Bengaluru,Urban,895956,736,1
27,Male,Pune,Urban,739133,701,1
55,Male,Chennai,Urban,929721,715,1
48,Female,Delhi,Urban,605702,661,1
34,Female,Mumbai,Urban,471934,700,1
30,Female,Mumbai,Urban,580921,723,1
36,Male,Kochi,Semi-Urban,647544,795,1
36,Female,Kochi,Semi-Urban,419046,652,0
51,Male,Chennai,Urban,457527,661,1
62,Male,Mumbai,Urban,515420,643,1
45,Female,Coimbatore,Semi-Urban,380329,657,0
33,Male,Mumbai,Urban,482378,749,1
26,Female,Chennai,Urban,746981,638,0
64,Male,Hyderabad,Urban,758805,699,1
29,Male,Chennai,Urban,319482,729,1
56,Female,Bengaluru,Urban,661806,739,1
63,Male,Hyderabad,Urban,586141,752,1
40,Female,Delhi,Urban,810214,703,1
38,Male,Bengaluru,Urban,546156,698,1
63,Female,Delhi,Urban,352092,651,0
41,Male,Pune,Urban,502677,581,1
24,Male,Pune,Urban,360537,650,0
53,Male,Coimbatore,Semi-Urban,148997,687,0
47,Female,Chennai,Urban,589337,730,1
27,Female,Bengaluru,Urban,703840,755,1
26,Female,Coimbatore,Semi-Urban,637409,680,0
35,Male,Bengaluru,Urban,343011,736,1
38,Male,Chennai,Urban,329489,688,1
52,Male,Delhi,Urban,643600,690,1
31,Male,Chennai,Urban,939650,665,1
40,Male,Coimbatore,Semi-Urban,858982,656,1
44,Female,Coimbatore,Semi-Urban,541272,650,0
35,Female,Trivandrum,Semi-Urban,642309,652,1
27,Male,Coimbatore,Semi-Urban,782639,646,0
41,Male,Chennai,Urban,571224,722,1
62,Female,Trivandrum,Semi-Urban,331228,743,0
46,Male,Hyderabad,Urban,36039,642,0
64,Male,Kochi,Semi-Urban,636359,635,0
34,Male,Bengaluru,Urban,560250,670,1
57,Male,Trivandrum,Semi-Urban,258816,636,0
41,Female,Pune,Urban,314595,629,0
38,Male,Bengaluru,Urban,547484,662,1
25,Male,Bengaluru,Urban,490712,692,1
23,Male,Bengaluru,Urban,886440,691,1
43,Female,Mumbai,Urban,883777,664,1
46,Male,Hyderabad,Urban,430023,653,1
57,Male,Coimbatore,Semi-Urban,900901,710,1
44,Female,Mumbai,Urban,923397,699,1
39,Female,Mumbai,Urban,658587,688,1
45,Female,Trivandrum,Semi-Urban,413816,651,0
41,Female,Hyderabad,Urban,623823,746,1
32,Male,Hyderabad,Urban,174953,614,1
61,Male,Trivandrum,Semi-Urban,482436,652,0
53,Male,Coimbatore,Semi-Urban,653288,630,0
24,Male,Bengaluru,Urban,677101,680,1
62,Female,Bengaluru,Urban,511050,646,0
27,Female,Chennai,Urban,614029,684,1
42,Female,Hyderabad,Urban,396184,706,1
53,Male,Hyderabad,Urban,881532,743,1
37,Female,Kochi,Semi-Urban,889578,690,1
44,Female,Coimbatore,Semi-Urban,742097,689,1
54,Male,Chennai,Urban,546460,701,1
48,Female,Delhi,Urban,435282,565,0
63,Male,Hyderabad,Urban,769161,682,1
61,Male,Mumbai,Urban,636915,624,1
59,Female,Kochi,Semi-Urban,399617,647,0
42,Female,Madurai,Semi-Urban,811689,674,1
37,Male,Chennai,Urban,510499,727,1
54,Male,Bengaluru,Urban,427251,591,0
26,Female,Kochi,Semi-Urban,789331,691,0
26,Female,Mumbai,Urban,442281,685,0
54,Female,Chennai,Urban,625143,701,1
21,Male,Bengaluru,Urban,856624,791,1
30,Male,Delhi,Urban,836560,757,1
41,Male,Hyderabad,Urban,668326,694,1
25,Male,Pune,Urban,365472,708,1
22,Male,Mumbai,Urban,500519,678,1
42,Male,Chennai,Urban,1083229,717,1
22,Male,Kochi,Semi-Urban,789545,681,1
30,Male,Chennai,Urban,553779,701,1
54,Female,Mumbai,Urban,348106,646,0
36,Male,Mumbai,Urban,220002,691,1
59,Male,Mumbai,Urban,843032,748,1
42,Male,Coimbatore,Semi-Urban,847010,708,1
32,Male,Chennai,Urban,592367,685,1
44,Male,Madurai,Semi-Urban,517801,534,1
60,Female,Coimbatore,Semi-Urban,826849,699,0
58,Female,Hyderabad,Urban,304235,675,0
30,Male,Chennai,Urban,999650,626,1
55,Male,Hyderabad,Urban,747562,676,1
52,Male,Hyderabad,Urban,349407,676,1
27,Female,Delhi,Urban,757195,680,1
41,Male,Bengaluru,Urban,463313,717,1
40,Male,Madurai,Semi-Urban,332843,669,1
46,Female,Bengaluru,Urban,756508,667,1
24,Female,Hyderabad,Urban,379081,662,0
42,Female,Bengaluru,Urban,332726,692,1
35,Female,Chennai,Urban,696939,707,1
60,Female,Coimbatore,Semi-Urban,579281,744,0
41,Male,Kochi,Semi-Urban,802303,706,1
35,Male,Chennai,Urban,539958,733,1
42,Female,Madurai,Semi-Urban,521987,722,1
48,Female,Coimbatore,Semi-Urban,192662,687,0
34,Female,Trivandrum,Semi-Urban,700464,643,0
47,Male,Coimbatore,Semi-Urban,596437,700,1
61,Male,Kochi,Semi-Urban,837654,757,1
60,Male,Mumbai,Urban,751983,734,1
48,Male,Hyderabad,Urban,666418,743,1
46,Male,Chennai,Urban,453851,587,0
22,Female,Delhi,Urban,516931,581,0
45,Male,Madurai,Semi-Urban,709852,655,1
23,Female,Delhi,Urban,589676,703,1
28,Female,Madurai,Semi-Urban,883637,661,1
64,Male,Hyderabad,Urban,862922,670,1
53,Male,Trivandrum,Semi-Urban,549921,606,0
62,Female,Kochi,Semi-Urban,618660,649,0
55,Female,Kochi,Semi-Urban,441119,635,0
26,Female,Kochi,Semi-Urban,579558,637,0
59,Female,Chennai,Urban,789976,643,0
43,Female,Bengaluru,Urban,491223,625,0
45,Male,Pune,Urban,526612,560,1
63,Female,Bengaluru,Urban,366286,750,0
39,Female,Mumbai,Urban,487320,674,1
25,Female,Mumbai,Urban,722719,645,0
31,Male,Hyderabad,Urban,551856,672,1
32,Female,Coimbatore,Semi-Urban,369697,696,0
30,Male,Trivandrum,Semi-Urban,642420,685,1
28,Female,Madurai,Semi-Urban,589728,643,0
44,Male,Mumbai,Urban,824133,729,1
48,Male,Delhi,Urban,572833,650,1
61,Male,Madurai,Semi-Urban,400992,668,0
56,Male,Pune,Urban,792664,766,1
57,Male,Pune,Urban,406093,782,1
41,Female,Trivandrum,Semi-Urban,339717,737,0
28,Male,Bengaluru,Urban,392002,646,1
29,Male,Bengaluru,Urban,477847,658,1
35,Male,Coimbatore,Semi-Urban,221927,641,0
60,Male,Coimbatore,Semi-Urban,254672,668,0
38,Male,Trivandrum,Semi-Urban,756164,706,1
62,Male,Hyderabad,Urban,565770,586,1
40,Male,Kochi,Semi-Urban,566974,628,1
26,Female,Hyderabad,Urban,588730,685,1
32,Male,Mumbai,Urban,712830,675,1
22,Male,Hyderabad,Urban,436195,657,1
27,Male,Madurai,Semi-Urban,712077,610,0
36,Female,Chennai,Urban,622542,650,1
23,Male,Delhi,Urban,408462,655,1
23,Male,Hyderabad,Urban,721801,613,1
47,Male,Kochi,Semi-Urban,611454,638,0
63,Male,Delhi,Urban,390689,670,1
60,Male,Pune,Urban,405865,703,1
58,Male,Bengaluru,Urban,695953,725,1
53,Male,Chennai,Urban,802894,627,1
48,Male,Trivandrum,Semi-Urban,656524,662,1
21,Male,Hyderabad,Urban,777874,667,1
28,Female,Chennai,Urban,846534,670,1
57,Female,Mumbai,Urban,554962,666,1
52,Male,Kochi,Semi-Urban,632912,621,0
63,Female,Bengaluru,Urban,733860,703,1
57,Female,Hyderabad,Urban,370546,664,0
24,Female,Coimbatore,Semi-Urban,806848,681,0
50,Male,Delhi,Urban,872666,683,1
